animal_type,breed,age,gender,disease,core_symptom,symptom_1,symptom_2,symptom_3,medicine,recovery_days,care_1,care_2
Buffalo,Murrah,8,Male,Bacterial Infection,pus discharge,pus discharge,fever,lethargy,Broad spectrum antibiotic,6,Keep shelter clean,Regular vaccination
Buffalo,Surti,2,Male,Eye Infection,swelling,watery eyes,red eyes,swelling,Eye drops,8,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,6,Female,Bacterial Infection,lethargy,pus discharge,fever,lethargy,Broad spectrum antibiotic,8,Keep shelter clean,Regular vaccination
Buffalo,Surti,3,Female,Eye Infection,red eyes,watery eyes,red eyes,swelling,Eye drops,9,Keep shelter clean,Regular vaccination
Buffalo,Surti,8,Male,Foot Rot,hoof swelling,limping,hoof swelling,pain walking,Hoof antibiotic spray,13,Keep shelter clean,Regular vaccination
Buffalo,Surti,10,Female,Viral Fever,fever,fever,shivering,dehydration,Supportive IV fluids,10,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,4,Female,Parasitic Worms,weight loss,weight loss,rough coat,fatigue,Deworming medicine,6,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,7,Female,Fever Infection,weakness,high fever,weakness,loss appetite,Antipyretic injection,7,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,10,Female,Eye Infection,swelling,watery eyes,red eyes,swelling,Eye drops,7,Keep shelter clean,Regular vaccination
Buffalo,Murrah,7,Female,Bacterial Infection,lethargy,pus discharge,fever,lethargy,Broad spectrum antibiotic,13,Keep shelter clean,Regular vaccination
Buffalo,Surti,9,Male,Skin Allergy,hair loss,itching,red skin,hair loss,Antihistamine cream,11,Keep shelter clean,Regular vaccination
Buffalo,Murrah,10,Male,Foot Rot,limping,limping,hoof swelling,pain walking,Hoof antibiotic spray,14,Keep shelter clean,Regular vaccination
Buffalo,Surti,2,Female,Bacterial Infection,fever,pus discharge,fever,lethargy,Broad spectrum antibiotic,10,Keep shelter clean,Regular vaccination
Buffalo,Murrah,8,Male,Digestive Disorder,vomiting,diarrhea,vomiting,bloating,Digestive tonic,5,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,2,Female,Digestive Disorder,bloating,diarrhea,vomiting,bloating,Digestive tonic,11,Keep shelter clean,Regular vaccination
Buffalo,Murrah,3,Female,Eye Infection,red eyes,watery eyes,red eyes,swelling,Eye drops,14,Keep shelter clean,Regular vaccination
Buffalo,Murrah,4,Female,Parasitic Worms,rough coat,weight loss,rough coat,fatigue,Deworming medicine,10,Keep shelter clean,Regular vaccination
Buffalo,Murrah,6,Male,Eye Infection,red eyes,watery eyes,red eyes,swelling,Eye drops,6,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,7,Male,Digestive Disorder,bloating,diarrhea,vomiting,bloating,Digestive tonic,11,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,8,Female,Parasitic Worms,fatigue,weight loss,rough coat,fatigue,Deworming medicine,8,Keep shelter clean,Regular vaccination
Buffalo,Surti,5,Male,Bacterial Infection,fever,pus discharge,fever,lethargy,Broad spectrum antibiotic,10,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,9,Female,Respiratory Infection,cough,cough,sneeze,fever,Antibiotic syrup,12,Keep shelter clean,Regular vaccination
Buffalo,Murrah,5,Male,Skin Allergy,hair loss,itching,red skin,hair loss,Antihistamine cream,9,Keep shelter clean,Regular vaccination
Buffalo,Murrah,6,Female,Foot Rot,limping,limping,hoof swelling,pain walking,Hoof antibiotic spray,5,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,3,Female,Eye Infection,red eyes,watery eyes,red eyes,swelling,Eye drops,6,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,1,Female,Skin Allergy,red skin,itching,red skin,hair loss,Antihistamine cream,10,Keep shelter clean,Regular vaccination
Buffalo,Surti,2,Female,Foot Rot,pain walking,limping,hoof swelling,pain walking,Hoof antibiotic spray,10,Keep shelter clean,Regular vaccination
Buffalo,Surti,4,Male,Parasitic Worms,weight loss,weight loss,rough coat,fatigue,Deworming medicine,11,Keep shelter clean,Regular vaccination
Buffalo,Murrah,7,Female,Foot Rot,limping,limping,hoof swelling,pain walking,Hoof antibiotic spray,5,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,8,Female,Skin Allergy,red skin,itching,red skin,hair loss,Antihistamine cream,7,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,1,Male,Bacterial Infection,fever,pus discharge,fever,lethargy,Broad spectrum antibiotic,13,Keep shelter clean,Regular vaccination
Buffalo,Murrah,3,Female,Viral Fever,fever,fever,shivering,dehydration,Supportive IV fluids,9,Keep shelter clean,Regular vaccination
Buffalo,Murrah,1,Male,Skin Allergy,hair loss,itching,red skin,hair loss,Antihistamine cream,14,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,6,Male,Skin Allergy,hair loss,itching,red skin,hair loss,Antihistamine cream,13,Keep shelter clean,Regular vaccination
Buffalo,Murrah,4,Male,Digestive Disorder,bloating,diarrhea,vomiting,bloating,Digestive tonic,9,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,3,Female,Parasitic Worms,weight loss,weight loss,rough coat,fatigue,Deworming medicine,6,Keep shelter clean,Regular vaccination
Buffalo,Surti,5,Female,Digestive Disorder,bloating,diarrhea,vomiting,bloating,Digestive tonic,11,Keep shelter clean,Regular vaccination
Buffalo,Surti,10,Male,Bacterial Infection,fever,pus discharge,fever,lethargy,Broad spectrum antibiotic,6,Keep shelter clean,Regular vaccination
Buffalo,Murrah,8,Female,Nutritional Deficiency,weak bones,weak bones,poor growth,fatigue,Vitamin supplement,11,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,4,Male,Nutritional Deficiency,fatigue,weak bones,poor growth,fatigue,Vitamin supplement,11,Keep shelter clean,Regular vaccination
Buffalo,Surti,5,Male,Foot Rot,limping,limping,hoof swelling,pain walking,Hoof antibiotic spray,14,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,10,Female,Skin Allergy,red skin,itching,red skin,hair loss,Antihistamine cream,12,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,9,Male,Parasitic Worms,rough coat,weight loss,rough coat,fatigue,Deworming medicine,8,Keep shelter clean,Regular vaccination
Buffalo,Murrah,5,Male,Parasitic Worms,weight loss,weight loss,rough coat,fatigue,Deworming medicine,10,Keep shelter clean,Regular vaccination
Buffalo,Murrah,3,Male,Nutritional Deficiency,fatigue,weak bones,poor growth,fatigue,Vitamin supplement,14,Keep shelter clean,Regular vaccination
Buffalo,Murrah,2,Female,Skin Allergy,itching,itching,red skin,hair loss,Antihistamine cream,5,Keep shelter clean,Regular vaccination
Buffalo,Murrah,9,Male,Parasitic Worms,rough coat,weight loss,rough coat,fatigue,Deworming medicine,11,Keep shelter clean,Regular vaccination
Buffalo,Murrah,6,Male,Fever Infection,high fever,high fever,weakness,loss appetite,Antipyretic injection,9,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,6,Male,Respiratory Infection,fever,cough,sneeze,fever,Antibiotic syrup,11,Keep shelter clean,Regular vaccination
Buffalo,Surti,3,Male,Viral Fever,shivering,fever,shivering,dehydration,Supportive IV fluids,10,Keep shelter clean,Regular vaccination
Buffalo,Murrah,6,Male,Nutritional Deficiency,poor growth,weak bones,poor growth,fatigue,Vitamin supplement,7,Keep shelter clean,Regular vaccination
Buffalo,Murrah,1,Female,Bacterial Infection,pus discharge,pus discharge,fever,lethargy,Broad spectrum antibiotic,13,Keep shelter clean,Regular vaccination
Buffalo,Surti,1,Male,Viral Fever,fever,fever,shivering,dehydration,Supportive IV fluids,5,Keep shelter clean,Regular vaccination
Buffalo,Murrah,3,Male,Nutritional Deficiency,poor growth,weak bones,poor growth,fatigue,Vitamin supplement,9,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,10,Male,Parasitic Worms,fatigue,weight loss,rough coat,fatigue,Deworming medicine,6,Keep shelter clean,Regular vaccination
Buffalo,Surti,8,Male,Nutritional Deficiency,weak bones,weak bones,poor growth,fatigue,Vitamin supplement,14,Keep shelter clean,Regular vaccination
Buffalo,Surti,2,Male,Eye Infection,swelling,watery eyes,red eyes,swelling,Eye drops,6,Keep shelter clean,Regular vaccination
Buffalo,Surti,10,Male,Fever Infection,weakness,high fever,weakness,loss appetite,Antipyretic injection,13,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,6,Male,Viral Fever,dehydration,fever,shivering,dehydration,Supportive IV fluids,10,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,6,Female,Bacterial Infection,lethargy,pus discharge,fever,lethargy,Broad spectrum antibiotic,9,Keep shelter clean,Regular vaccination
Buffalo,Surti,3,Male,Nutritional Deficiency,fatigue,weak bones,poor growth,fatigue,Vitamin supplement,7,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,4,Male,Eye Infection,swelling,watery eyes,red eyes,swelling,Eye drops,11,Keep shelter clean,Regular vaccination
Buffalo,Murrah,6,Male,Nutritional Deficiency,fatigue,weak bones,poor growth,fatigue,Vitamin supplement,5,Keep shelter clean,Regular vaccination
Buffalo,Murrah,7,Female,Eye Infection,swelling,watery eyes,red eyes,swelling,Eye drops,13,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,4,Male,Respiratory Infection,fever,cough,sneeze,fever,Antibiotic syrup,14,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,2,Male,Foot Rot,limping,limping,hoof swelling,pain walking,Hoof antibiotic spray,11,Keep shelter clean,Regular vaccination
Buffalo,Surti,8,Male,Parasitic Worms,fatigue,weight loss,rough coat,fatigue,Deworming medicine,7,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,8,Female,Viral Fever,shivering,fever,shivering,dehydration,Supportive IV fluids,7,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,5,Female,Nutritional Deficiency,weak bones,weak bones,poor growth,fatigue,Vitamin supplement,14,Keep shelter clean,Regular vaccination
Buffalo,Surti,6,Female,Nutritional Deficiency,weak bones,weak bones,poor growth,fatigue,Vitamin supplement,13,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,5,Female,Respiratory Infection,fever,cough,sneeze,fever,Antibiotic syrup,10,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,1,Male,Skin Allergy,hair loss,itching,red skin,hair loss,Antihistamine cream,13,Keep shelter clean,Regular vaccination
Buffalo,Surti,10,Male,Digestive Disorder,diarrhea,diarrhea,vomiting,bloating,Digestive tonic,8,Keep shelter clean,Regular vaccination
Buffalo,Surti,10,Female,Foot Rot,hoof swelling,limping,hoof swelling,pain walking,Hoof antibiotic spray,13,Keep shelter clean,Regular vaccination
Buffalo,Surti,8,Male,Skin Allergy,red skin,itching,red skin,hair loss,Antihistamine cream,7,Keep shelter clean,Regular vaccination
Buffalo,Murrah,3,Male,Viral Fever,dehydration,fever,shivering,dehydration,Supportive IV fluids,9,Keep shelter clean,Regular vaccination
Buffalo,Surti,5,Female,Parasitic Worms,weight loss,weight loss,rough coat,fatigue,Deworming medicine,9,Keep shelter clean,Regular vaccination
Buffalo,Surti,9,Male,Viral Fever,shivering,fever,shivering,dehydration,Supportive IV fluids,14,Keep shelter clean,Regular vaccination
Buffalo,Surti,8,Female,Bacterial Infection,pus discharge,pus discharge,fever,lethargy,Broad spectrum antibiotic,8,Keep shelter clean,Regular vaccination
Buffalo,Surti,5,Female,Foot Rot,hoof swelling,limping,hoof swelling,pain walking,Hoof antibiotic spray,11,Keep shelter clean,Regular vaccination
Buffalo,Surti,8,Male,Skin Allergy,itching,itching,red skin,hair loss,Antihistamine cream,10,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,10,Male,Eye Infection,watery eyes,watery eyes,red eyes,swelling,Eye drops,8,Keep shelter clean,Regular vaccination
Buffalo,Murrah,1,Female,Respiratory Infection,cough,cough,sneeze,fever,Antibiotic syrup,8,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,7,Male,Digestive Disorder,diarrhea,diarrhea,vomiting,bloating,Digestive tonic,9,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,6,Male,Skin Allergy,red skin,itching,red skin,hair loss,Antihistamine cream,11,Keep shelter clean,Regular vaccination
Buffalo,Murrah,6,Male,Digestive Disorder,bloating,diarrhea,vomiting,bloating,Digestive tonic,11,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,10,Female,Eye Infection,swelling,watery eyes,red eyes,swelling,Eye drops,10,Keep shelter clean,Regular vaccination
Buffalo,Surti,10,Female,Fever Infection,loss appetite,high fever,weakness,loss appetite,Antipyretic injection,10,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,5,Female,Nutritional Deficiency,poor growth,weak bones,poor growth,fatigue,Vitamin supplement,14,Keep shelter clean,Regular vaccination
Buffalo,Surti,5,Female,Foot Rot,hoof swelling,limping,hoof swelling,pain walking,Hoof antibiotic spray,5,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,2,Male,Skin Allergy,hair loss,itching,red skin,hair loss,Antihistamine cream,10,Keep shelter clean,Regular vaccination
Buffalo,Murrah,7,Female,Nutritional Deficiency,poor growth,weak bones,poor growth,fatigue,Vitamin supplement,12,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,2,Female,Respiratory Infection,fever,cough,sneeze,fever,Antibiotic syrup,7,Keep shelter clean,Regular vaccination
Buffalo,Murrah,2,Male,Foot Rot,hoof swelling,limping,hoof swelling,pain walking,Hoof antibiotic spray,7,Keep shelter clean,Regular vaccination
Buffalo,Surti,4,Male,Bacterial Infection,fever,pus discharge,fever,lethargy,Broad spectrum antibiotic,7,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,9,Male,Foot Rot,hoof swelling,limping,hoof swelling,pain walking,Hoof antibiotic spray,14,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,1,Male,Fever Infection,high fever,high fever,weakness,loss appetite,Antipyretic injection,8,Keep shelter clean,Regular vaccination
Buffalo,Murrah,3,Male,Fever Infection,loss appetite,high fever,weakness,loss appetite,Antipyretic injection,9,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,8,Male,Foot Rot,hoof swelling,limping,hoof swelling,pain walking,Hoof antibiotic spray,9,Keep shelter clean,Regular vaccination
Buffalo,Surti,8,Male,Bacterial Infection,fever,pus discharge,fever,lethargy,Broad spectrum antibiotic,7,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,10,Female,Eye Infection,watery eyes,watery eyes,red eyes,swelling,Eye drops,11,Keep shelter clean,Regular vaccination
Buffalo,Murrah,8,Male,Parasitic Worms,fatigue,weight loss,rough coat,fatigue,Deworming medicine,12,Keep shelter clean,Regular vaccination
Buffalo,Murrah,6,Female,Nutritional Deficiency,poor growth,weak bones,poor growth,fatigue,Vitamin supplement,5,Keep shelter clean,Regular vaccination
Buffalo,Jaffarabadi,2,Female,Digestive Disorder,vomiting,diarrhea,vomiting,bloating,Digestive tonic,10,Keep shelter clean,Regular vaccination
Buffalo,Murrah,6,Male,Viral Fever,dehydration,fever,shivering,dehydration,Supportive IV fluids,11,Keep shelter clean,Regular vaccination
Buffalo,Murrah,9,Male,Bacterial Infection,pus discharge,pus discharge,fever,lethargy,Broad spectrum antibiotic,6,Keep shelter clean,Regular vaccination
Buffalo,Murrah,7,Female,Nutritional Deficiency,weak bones,weak bones,poor growth,fatigue,Vitamin supplement,13,Keep shelter clean,Regular vaccination
Buffalo,Murrah,4,Female,Eye Infection,swelling,watery eyes,red eyes,swelling,Eye drops,13,Keep shelter clean,Regular vaccination
Hen,Broiler,7,Female,Parasitic Worms,rough coat,weight loss,rough coat,fatigue,Deworming medicine,9,Keep shelter clean,Regular vaccination
Hen,Desi,2,Male,Viral Fever,fever,fever,shivering,dehydration,Supportive IV fluids,13,Keep shelter clean,Regular vaccination
Hen,Layer,2,Male,Foot Rot,limping,limping,hoof swelling,pain walking,Hoof antibiotic spray,5,Keep shelter clean,Regular vaccination
Hen,Broiler,3,Male,Foot Rot,pain walking,limping,hoof swelling,pain walking,Hoof antibiotic spray,11,Keep shelter clean,Regular vaccination
Hen,Layer,9,Male,Viral Fever,dehydration,fever,shivering,dehydration,Supportive IV fluids,9,Keep shelter clean,Regular vaccination
Hen,Desi,6,Male,Viral Fever,shivering,fever,shivering,dehydration,Supportive IV fluids,5,Keep shelter clean,Regular vaccination
Hen,Desi,3,Male,Viral Fever,fever,fever,shivering,dehydration,Supportive IV fluids,6,Keep shelter clean,Regular vaccination
Hen,Desi,5,Male,Skin Allergy,hair loss,itching,red skin,hair loss,Antihistamine cream,14,Keep shelter clean,Regular vaccination
Hen,Layer,7,Female,Digestive Disorder,diarrhea,diarrhea,vomiting,bloating,Digestive tonic,8,Keep shelter clean,Regular vaccination
Hen,Broiler,5,Male,Digestive Disorder,vomiting,diarrhea,vomiting,bloating,Digestive tonic,9,Keep shelter clean,Regular vaccination
Hen,Desi,8,Male,Viral Fever,shivering,fever,shivering,dehydration,Supportive IV fluids,6,Keep shelter clean,Regular vaccination
Hen,Broiler,7,Male,Parasitic Worms,weight loss,weight loss,rough coat,fatigue,Deworming medicine,6,Keep shelter clean,Regular vaccination
Hen,Layer,8,Male,Nutritional Deficiency,fatigue,weak bones,poor growth,fatigue,Vitamin supplement,8,Keep shelter clean,Regular vaccination
Hen,Desi,9,Male,Eye Infection,swelling,watery eyes,red eyes,swelling,Eye drops,12,Keep shelter clean,Regular vaccination
Hen,Broiler,8,Male,Digestive Disorder,diarrhea,diarrhea,vomiting,bloating,Digestive tonic,14,Keep shelter clean,Regular vaccination
Hen,Broiler,10,Male,Fever Infection,loss appetite,high fever,weakness,loss appetite,Antipyretic injection,13,Keep shelter clean,Regular vaccination
Hen,Desi,7,Female,Respiratory Infection,sneeze,cough,sneeze,fever,Antibiotic syrup,14,Keep shelter clean,Regular vaccination
Hen,Layer,1,Male,Viral Fever,fever,fever,shivering,dehydration,Supportive IV fluids,9,Keep shelter clean,Regular vaccination
Hen,Layer,6,Female,Digestive Disorder,bloating,diarrhea,vomiting,bloating,Digestive tonic,5,Keep shelter clean,Regular vaccination
Hen,Broiler,2,Male,Fever Infection,high fever,high fever,weakness,loss appetite,Antipyretic injection,13,Keep shelter clean,Regular vaccination
Hen,Layer,6,Male,Fever Infection,high fever,high fever,weakness,loss appetite,Antipyretic injection,9,Keep shelter clean,Regular vaccination
